,date,funds,is_holiday,weekday,is_school_holiday,max_temp,min_temp,rainfall,solar
577,2024-02-01,14060.32,0,3,0,31.7,21.5,0.0,26.0
578,2024-02-02,15328.95,0,4,0,34.6,20.2,0.0,29.6
579,2024-02-03,32034.85,0,5,0,33.1,23.1,0.0,25.3
580,2024-02-04,27998.06,0,6,0,31.1,22.9,0.0,14.3
581,2024-02-05,8253.8,0,0,0,32.0,23.3,0.0,29.0
582,2024-02-06,9252.29,0,1,0,33.5,24.6,0.0,23.9
583,2024-02-07,15323.03,0,2,0,31.0,23.8,0.0,16.1
584,2024-02-08,16838.46,0,3,0,30.5,21.7,1.0,19.0
585,2024-02-09,17085.4,0,4,0,28.3,20.8,5.0,14.8
586,2024-02-10,39836.47,0,5,0,27.5,22.2,3.0,10.5
587,2024-02-11,30761.73,0,6,0,30.9,20.6,8.0,26.0
588,2024-02-12,9852.06,0,0,0,29.4,19.8,4.0,19.5
589,2024-02-13,13834.29,0,1,0,28.8,19.8,3.0,21.3
590,2024-02-14,10524.04,0,2,0,32.0,20.0,0.0,21.0
591,2024-02-15,19862.52,0,3,0,30.2,24.1,0.0,17.1
592,2024-02-16,22493.15,0,4,0,26.6,22.3,53.0,5.8
593,2024-02-17,41052.13,0,5,0,30.8,18.9,16.0,25.7
594,2024-02-18,33524.34,0,6,0,30.9,20.2,1.0,26.4
595,2024-02-19,13024.34,0,0,0,29.7,20.2,0.0,14.5
596,2024-02-20,16272.46,0,1,0,31.1,18.9,3.0,25.8
597,2024-02-21,16126.58,0,2,0,32.0,19.5,0.0,25.8
598,2024-02-22,16266.8,0,3,0,33.2,20.6,0.0,25.9
599,2024-02-23,19091.2,0,4,0,35.9,22.4,0.0,27.1
600,2024-02-24,47595.62,0,5,0,29.7,25.5,1.0,12.1
601,2024-02-25,34445.03,0,6,0,30.1,22.7,7.0,15.2
602,2024-02-26,12203.84,0,0,0,33.0,21.3,17.0,25.3
603,2024-02-27,17326.87,0,1,0,31.3,24.0,0.0,20.4
604,2024-02-28,10919.23,0,2,0,31.5,20.2,0.0,25.0
605,2024-02-29,15512.0,0,3,0,32.3,21.7,0.0,25.2
606,2024-03-01,22038.39,0,4,0,31.6,21.0,0.0,23.3
607,2024-03-02,35978.92,0,5,0,33.3,20.2,0.0,25.9
608,2024-03-03,28820.79,0,6,0,29.2,24.1,1.0,11.5
609,2024-03-04,14841.34,0,0,0,32.6,23.3,0.0,16.1
610,2024-03-05,17319.98,0,1,0,27.7,21.3,14.0,15.7
611,2024-03-06,18034.32,0,2,0,30.1,19.2,3.0,24.5
612,2024-03-07,16063.67,0,3,0,30.7,18.7,0.0,23.3
613,2024-03-08,21760.41,0,4,0,30.5,20.3,0.0,20.6
614,2024-03-09,36527.13,0,5,0,30.2,19.1,0.0,24.5
615,2024-03-10,30242.48,0,6,0,29.6,19.6,2.0,18.2
616,2024-03-11,13970.22,0,0,0,28.7,21.0,1.0,17.4
617,2024-03-12,11572.14,0,1,0,30.4,19.4,4.0,23.9
618,2024-03-13,19852.8,0,2,0,30.1,18.9,0.0,22.6
619,2024-03-14,12976.88,0,3,0,28.5,19.5,0.0,16.1
620,2024-03-15,23845.33,0,4,0,30.7,17.1,0.0,16.8
621,2024-03-16,37031.67,0,5,0,28.4,19.2,0.0,15.5
622,2024-03-17,31404.41,0,6,0,27.6,17.7,0.0,16.2
623,2024-03-18,21179.72,0,0,0,29.5,20.6,13.0,20.6
624,2024-03-19,18021.42,0,1,0,29.5,20.5,1.0,16.7
625,2024-03-20,18099.98,0,2,0,31.4,19.6,23.0,22.2
626,2024-03-21,16735.02,0,3,0,27.2,21.3,0.0,11.4
627,2024-03-22,30659.52,0,4,0,28.6,19.3,0.0,15.9
628,2024-03-23,31490.9,0,5,0,26.2,16.8,0.0,14.6
629,2024-03-24,39526.76,0,6,0,21.4,19.5,2.0,6.3
630,2024-03-25,13475.05,0,0,0,21.9,18.3,6.0,5.8
631,2024-03-26,13875.4,0,1,0,22.8,20.1,23.0,7.7
632,2024-03-27,17514.0,0,2,0,26.2,20.5,48.0,8.7
633,2024-03-28,19553.59,0,3,0,29.1,19.4,23.0,20.7
634,2024-03-29,26543.42,1,4,1,29.2,16.6,0.0,15.8
635,2024-03-30,25323.41,1,5,1,28.9,19.4,0.0,17.8
636,2024-03-31,23511.54,1,6,1,28.3,17.2,0.0,16.7
637,2024-04-01,36490.81,1,0,1,27.4,18.9,0.0,12.0
638,2024-04-02,37853.71,0,1,1,29.8,19.7,0.0,17.2
639,2024-04-03,38978.19,0,2,1,32.3,20.0,0.0,21.0
640,2024-04-04,49907.2,0,3,1,27.7,22.1,0.0,13.6
641,2024-04-05,54484.2,0,4,1,25.7,19.8,4.0,9.7
642,2024-04-06,48390.72,0,5,1,29.2,19.5,8.0,16.7
643,2024-04-07,45345.74,0,6,1,29.8,21.8,15.0,15.2
644,2024-04-08,44573.69,0,0,1,30.3,21.0,0.0,18.5
645,2024-04-09,42513.17,0,1,1,29.4,20.2,0.0,15.4
646,2024-04-10,47730.27,0,2,1,27.7,15.0,0.0,19.9
647,2024-04-11,44644.85,0,3,1,27.5,13.3,0.0,19.6
648,2024-04-12,47156.09,0,4,1,28.0,14.2,0.0,18.2
649,2024-04-13,39078.71,0,5,1,28.3,14.9,0.0,16.3
650,2024-04-14,32128.27,0,6,1,29.0,16.0,0.0,18.5
651,2024-04-15,20183.12,0,0,0,28.8,15.9,0.0,16.9
652,2024-04-16,17032.15,0,1,0,29.3,16.2,0.0,18.9
653,2024-04-17,13352.93,0,2,0,28.2,15.8,0.0,16.1
654,2024-04-18,16064.87,0,3,0,26.4,16.9,0.0,13.3
655,2024-04-19,22612.95,0,4,0,28.5,16.6,0.0,18.1
656,2024-04-20,40186.9,0,5,0,25.1,13.8,0.0,10.6
657,2024-04-21,40062.91,0,6,0,21.5,16.9,20.0,7.3
658,2024-04-22,26718.63,0,0,0,26.1,15.3,15.0,16.7
659,2024-04-23,18590.71,0,1,0,26.6,14.7,6.0,16.3
660,2024-04-24,27179.5,0,2,0,27.4,15.3,1.0,17.2
661,2024-04-25,25578.13,1,3,0,27.8,13.5,0.0,17.1
662,2024-04-26,20501.45,0,4,0,24.5,16.9,0.0,12.2
663,2024-04-27,31850.34,0,5,0,25.5,13.1,0.0,13.2
664,2024-04-28,27865.24,0,6,0,26.0,14.2,0.0,16.7
665,2024-04-29,13925.61,0,0,0,27.0,13.6,0.0,16.8
666,2024-04-30,16974.32,0,1,0,26.7,13.3,0.0,14.5
667,2024-05-01,14881.83,0,2,0,25.2,13.2,0.0,15.7
668,2024-05-02,16301.9,0,3,0,24.3,16.4,0.0,13.2
669,2024-05-03,25176.51,0,4,0,23.8,16.3,0.0,12.9
670,2024-05-04,56407.7,0,5,0,22.9,14.0,1.0,10.8
671,2024-05-05,43442.39,0,6,0,26.4,16.5,1.0,13.0
672,2024-05-06,28226.38,1,0,0,25.9,13.7,0.0,14.3
673,2024-05-07,18275.77,0,1,0,24.2,13.9,0.0,11.6
674,2024-05-08,15095.26,0,2,0,24.3,13.3,6.0,14.0
675,2024-05-09,14483.09,0,3,0,24.5,14.8,0.0,11.3
676,2024-05-10,23171.78,0,4,0,25.5,14.3,1.0,14.9
677,2024-05-11,34921.25,0,5,0,24.9,14.7,0.0,12.0
678,2024-05-12,27605.84,0,6,0,25.7,16.3,3.0,11.8
679,2024-05-13,12519.67,0,0,0,24.4,12.3,0.0,15.7
680,2024-05-14,25913.77,0,1,0,26.2,10.5,0.0,15.3
681,2024-05-15,16841.87,0,2,0,26.0,13.2,3.0,14.8
682,2024-05-16,20369.12,0,3,0,19.8,15.0,3.0,8.3
683,2024-05-17,32523.39,0,4,0,22.8,12.4,9.0,10.6
684,2024-05-18,37933.69,0,5,0,25.3,12.4,0.0,14.3
685,2024-05-19,24530.09,0,6,0,22.7,10.8,0.0,15.1
686,2024-05-20,12964.14,0,0,0,23.4,9.1,0.0,15.0
687,2024-05-21,21126.07,0,1,0,23.0,7.1,0.0,13.7
688,2024-05-22,20602.42,0,2,0,23.2,10.6,0.0,12.9
689,2024-05-23,18716.63,0,3,0,24.1,8.9,0.0,14.8
690,2024-05-24,20912.43,0,4,0,24.5,9.0,0.0,13.8
691,2024-05-25,44786.09,0,5,0,20.9,15.2,5.0,9.1
692,2024-05-26,26178.72,0,6,0,24.6,13.4,5.0,12.8
693,2024-05-27,15241.85,0,0,0,25.2,10.8,0.0,14.3
694,2024-05-28,14702.76,0,1,0,24.4,11.3,0.0,11.6
695,2024-05-29,17854.82,0,2,0,24.5,9.7,0.0,13.2
696,2024-05-30,22472.1,0,3,0,23.2,12.8,0.0,9.7
697,2024-05-31,23744.84,0,4,0,26.4,14.9,6.0,12.9
698,2024-06-01,44067.67,0,5,0,22.0,16.7,2.0,6.6
699,2024-06-02,32600.33,0,6,0,22.1,11.2,2.0,14.2
700,2024-06-03,22148.83,0,0,0,21.1,11.3,0.0,14.1
701,2024-06-04,19528.07,0,1,0,21.5,7.3,0.0,14.0
702,2024-06-05,16841.94,0,2,0,22.6,6.3,0.0,14.0
703,2024-06-06,13349.99,0,3,0,22.6,10.6,0.0,14.0
704,2024-06-07,21512.05,0,4,0,20.3,9.1,0.0,14.0
705,2024-06-08,37157.25,0,5,0,21.8,8.8,0.0,13.9
706,2024-06-09,29393.91,0,6,0,23.4,8.8,0.0,13.2
707,2024-06-10,15561.44,0,0,0,23.3,7.9,0.0,13.7
708,2024-06-11,26806.88,0,1,0,22.3,6.6,0.0,13.8
709,2024-06-12,17265.91,0,2,0,24.5,8.3,0.0,13.4
710,2024-06-13,15024.94,0,3,0,20.8,6.0,0.0,13.8
711,2024-06-14,19312.79,0,4,0,22.7,6.3,0.0,13.8
712,2024-06-15,37434.89,0,5,0,22.7,9.3,0.0,13.7
713,2024-06-16,35450.57,0,6,0,21.8,9.2,0.0,13.4
714,2024-06-17,22645.99,0,0,0,20.6,7.1,0.0,13.8
715,2024-06-18,28873.79,0,1,0,21.4,8.0,0.0,13.7
716,2024-06-19,18866.98,0,2,0,21.6,8.2,0.0,13.8
717,2024-06-20,23576.55,0,3,0,21.2,5.4,0.0,10.9
718,2024-06-21,26799.42,0,4,0,24.4,6.0,0.0,13.0
719,2024-06-22,36635.81,0,5,1,20.8,13.3,0.0,9.2
720,2024-06-23,28132.99,0,6,1,20.9,4.7,0.0,13.8
721,2024-06-24,39357.41,0,0,1,23.3,6.9,0.0,13.4
722,2024-06-25,50063.95,0,1,1,23.7,11.1,4.0,12.4
723,2024-06-26,38979.4,0,2,1,24.9,9.9,0.0,13.7
724,2024-06-27,38935.34,0,3,1,25.2,11.8,0.0,13.4
725,2024-06-28,41032.54,0,4,1,24.5,10.2,0.0,13.6
726,2024-06-29,37874.14,0,5,1,23.3,9.1,0.0,10.5
727,2024-06-30,41406.69,0,6,1,27.7,11.8,0.0,12.8
728,2024-07-01,47820.69,0,0,1,19.2,16.9,2.0,5.3
729,2024-07-02,61025.55,0,1,1,16.5,13.1,13.0,7.5
730,2024-07-03,55380.03,0,2,1,18.9,13.1,13.0,8.6
731,2024-07-04,44555.05,0,3,1,21.7,12.5,0.0,13.2
732,2024-07-05,42756.74,0,4,1,21.8,8.6,0.0,12.7
733,2024-07-06,41045.74,0,5,1,22.1,10.2,1.0,13.4
734,2024-07-07,32647.3,0,6,1,22.5,10.6,1.0,13.5
735,2024-07-08,25447.64,0,0,0,21.1,9.5,1.0,10.1
736,2024-07-09,22687.74,0,1,0,21.8,12.4,1.0,9.5
737,2024-07-10,21042.79,0,2,0,24.1,13.7,0.0,11.0
738,2024-07-11,21693.29,0,3,0,23.4,11.3,0.0,13.6
739,2024-07-12,21638.65,0,4,0,23.8,8.6,0.0,14.4
740,2024-07-13,33290.31,0,5,0,20.6,9.8,0.0,13.4
741,2024-07-14,32945.18,0,6,0,20.8,8.3,0.0,14.5
742,2024-07-15,16986.45,0,0,0,19.6,6.2,0.0,14.3
743,2024-07-16,29647.46,0,1,0,18.5,4.5,0.0,14.5
744,2024-07-17,18988.78,0,2,0,16.9,7.6,0.0,14.7
745,2024-07-18,18631.35,0,3,0,19.9,9.9,0.0,13.9
746,2024-07-19,27484.82,0,4,0,21.0,6.1,0.0,14.9
747,2024-07-20,37334.33,0,5,0,23.7,3.6,0.0,14.9
748,2024-07-21,32256.95,0,6,0,21.7,8.7,0.0,15.0
749,2024-07-22,19098.37,0,0,0,22.2,6.0,0.0,15.1
750,2024-07-23,19900.83,0,1,0,23.3,4.6,0.0,15.2
751,2024-07-24,21819.43,0,2,0,23.9,7.2,0.0,14.0
752,2024-07-25,16606.9,0,3,0,24.2,8.4,0.0,13.7
753,2024-07-26,19082.63,0,4,0,25.3,7.9,0.0,13.7
754,2024-07-27,34641.659999999996,0,5,0,22.6,9.9,0.0,12.3
755,2024-07-28,25635.0,0,6,0,23.2,13.5,0.0,12.9
756,2024-07-29,12633.99,0,0,0,21.2,6.1,0.0,15.7
757,2024-07-30,16733.0,0,1,0,20.6,4.8,0.0,15.8
758,2024-07-31,16666.66,0,2,0,21.1,2.9,0.0,15.9
759,2024-08-01,19941.2,0,3,0,21.6,2.7,0.0,16.0
760,2024-08-02,18830.53,0,4,0,22.6,3.3,0.0,16.1
761,2024-08-03,30716.18,0,5,0,23.4,5.5,0.0,15.2
762,2024-08-04,27554.44,0,6,0,23.5,6.5,0.0,15.4
763,2024-08-05,20224.11,0,0,0,23.0,9.9,0.0,12.1
764,2024-08-06,16314.51,0,1,0,23.1,11.9,0.0,13.3
765,2024-08-07,20557.86,0,2,0,23.3,10.0,0.0,14.2
766,2024-08-08,20217.08,0,3,0,21.7,7.3,1.0,11.3
767,2024-08-09,22951.1,0,4,0,22.7,9.5,0.0,13.4
768,2024-08-10,35450.23,0,5,0,24.7,6.4,0.0,14.1
769,2024-08-11,30571.53,0,6,0,24.6,10.8,0.0,13.4
770,2024-08-12,28404.13,0,0,0,21.6,15.2,2.0,9.1
771,2024-08-13,31005.9,0,1,0,21.1,17.3,25.0,7.0
772,2024-08-14,35332.32,1,2,0,20.0,17.2,23.0,8.1
773,2024-08-15,16919.61,0,3,0,24.9,17.3,9.0,12.2
774,2024-08-16,29153.83,0,4,0,27.5,18.5,0.0,15.8
775,2024-08-17,29149.6,0,5,0,30.5,11.2,0.0,17.5
776,2024-08-18,25447.18,0,6,0,25.3,8.6,0.0,18.0
777,2024-08-19,17724.41,0,0,0,24.2,8.4,0.0,16.8
778,2024-08-20,22270.03,0,1,0,23.9,11.5,1.0,14.0
779,2024-08-21,21099.91,0,2,0,26.0,12.5,1.0,16.6
780,2024-08-22,15946.99,0,3,0,27.9,13.1,0.0,18.4
781,2024-08-23,20320.69,0,4,0,26.1,15.0,0.0,16.4
782,2024-08-24,30123.1,0,5,0,26.5,10.6,0.0,18.6
783,2024-08-25,26581.09,0,6,0,29.3,12.2,0.0,18.8
784,2024-08-26,13506.22,0,0,0,29.8,15.4,0.0,18.8
785,2024-08-27,19313.5,0,1,0,29.4,15.6,0.0,17.5
786,2024-08-28,17784.8,0,2,0,31.5,17.7,0.0,19.2
787,2024-08-29,17406.51,0,3,0,34.0,15.0,0.0,19.4
788,2024-08-30,26996.81,0,4,0,31.7,11.3,0.0,19.6
789,2024-08-31,21223.89,0,5,0,36.3,14.0,0.0,19.7
790,2024-09-01,27621.65,0,6,0,33.7,14.9,0.0,19.9
791,2024-09-02,15893.92,0,0,0,34.2,16.4,0.0,20.1
792,2024-09-03,18332.66,0,1,0,25.4,10.1,0.0,20.1
793,2024-09-04,15841.7,0,2,0,23.6,9.5,0.0,17.9
794,2024-09-05,16702.31,0,3,0,24.3,10.7,0.0,15.5
795,2024-09-06,19456.15,0,4,0,25.8,9.1,0.0,20.4
796,2024-09-07,30923.12,0,5,0,29.0,10.7,0.0,20.7
797,2024-09-08,32391.57,0,6,0,28.9,10.9,0.0,20.8
798,2024-09-09,16215.4,0,0,0,30.3,12.6,0.0,20.7
799,2024-09-10,25813.0,0,1,0,26.7,17.8,0.0,11.5
800,2024-09-11,20500.45,0,2,0,26.7,15.8,0.0,17.8
801,2024-09-12,21553.46,0,3,0,28.0,13.5,0.0,16.2
802,2024-09-13,31261.17,0,4,0,23.2,12.3,8.2,19.7
803,2024-09-14,38529.39,0,5,1,23.8,10.8,0.0,19.6
804,2024-09-15,34324.12,0,6,1,25.8,10.6,0.0,20.9
805,2024-09-16,34397.12,0,0,1,24.3,11.3,0.0,22.1
806,2024-09-17,41038.2,0,1,1,24.8,9.3,0.0,19.1
807,2024-09-18,39209.88,0,2,1,26.2,11.3,0.0,20.9
808,2024-09-19,44889.11,0,3,1,28.8,13.2,0.0,18.6
809,2024-09-20,37686.36,0,4,1,30.4,11.8,0.0,22.4
810,2024-09-21,34724.92,0,5,1,29.9,13.5,0.0,22.4
811,2024-09-22,37939.36,0,6,1,27.5,10.3,0.0,22.9
812,2024-09-23,44904.49,0,0,1,28.4,11.5,0.0,23.0
813,2024-09-24,40149.73,0,1,1,27.7,13.3,0.0,21.4
814,2024-09-25,41061.28,0,2,1,26.8,13.1,0.0,23.5
815,2024-09-26,44226.54,0,3,1,27.1,13.1,0.0,14.6
816,2024-09-27,47470.17,0,4,1,23.0,15.6,27.0,14.3
817,2024-09-28,50099.82,0,5,1,23.8,14.2,2.0,11.0
818,2024-09-29,34575.77,0,6,1,28.4,14.6,10.2,22.0
819,2024-09-30,20213.94,0,0,0,30.2,13.3,0.0,23.1
820,2024-10-01,21780.22,0,1,0,26.6,13.2,10.2,21.0
821,2024-10-02,19185.34,0,2,0,25.4,12.0,0.0,18.2
822,2024-10-03,15000.28,0,3,0,24.6,13.6,2.2,23.0
823,2024-10-04,23787.15,0,4,0,25.6,9.0,0.0,25.1
824,2024-10-05,35459.07,0,5,0,29.3,12.0,0.0,24.9
825,2024-10-06,30475.33,0,6,0,34.1,15.8,0.0,23.7
826,2024-10-07,29995.67,1,0,0,33.0,16.1,0.0,25.0
827,2024-10-08,24589.68,0,1,0,33.0,19.4,0.0,18.9
828,2024-10-09,15279.83,0,2,0,24.9,17.3,30.0,10.4
829,2024-10-10,23040.71,0,3,0,23.7,15.8,19.4,12.3
830,2024-10-11,24159.57,0,4,0,25.6,15.3,23.8,23.3
831,2024-10-12,36715.51,0,5,0,28.1,13.3,0.0,26.2
832,2024-10-13,35425.83,0,6,0,22.0,17.0,16.6,14.7
833,2024-10-14,15801.08,0,0,0,25.3,15.1,0.4,16.8
834,2024-10-15,17041.59,0,1,0,28.0,14.1,0.0,22.5
835,2024-10-16,13068.7,0,2,0,25.5,14.4,8.0,18.2
836,2024-10-17,15595.75,0,3,0,28.8,17.5,1.2,24.5
837,2024-10-18,19063.74,0,4,0,28.0,18.6,0.0,25.1
838,2024-10-19,28989.8,0,5,0,32.0,17.7,0.0,26.4
839,2024-10-20,25307.24,0,6,0,27.5,17.8,0.0,24.9
840,2024-10-21,16060.54,0,0,0,28.5,19.5,0.0,24.4
841,2024-10-22,16954.41,0,1,0,28.9,18.5,0.0,22.6
842,2024-10-23,11572.68,0,2,0,29.8,18.4,0.0,23.8
843,2024-10-24,27355.54,0,3,0,33.8,20.5,0.0,21.9
844,2024-10-25,16719.75,0,4,0,29.9,20.1,0.0,27.9
845,2024-10-26,30254.11,0,5,0,26.9,15.2,0.0,21.6
846,2024-10-27,26952.42,0,6,0,27.7,18.3,0.8,20.0
847,2024-10-28,20845.66,0,0,0,26.5,18.6,1.6,14.9
848,2024-10-29,18051.77,0,1,0,29.6,14.3,5.4,28.1
849,2024-10-30,12803.49,0,2,0,28.0,19.2,0.4,22.4
850,2024-10-31,11547.67,0,3,0,30.9,18.6,0.0,27.0
851,2024-11-01,15600.22,0,4,0,31.2,16.7,3.0,24.6
852,2024-11-02,28599.61,0,5,0,28.3,16.1,0.4,25.4
853,2024-11-03,24399.36,0,6,0,28.6,18.8,0.0,25.8
854,2024-11-04,21365.29,0,0,0,31.7,18.6,0.0,28.4
855,2024-11-05,19491.02,0,1,0,33.2,19.8,1.2,28.9
856,2024-11-06,15315.74,0,2,0,30.6,20.1,0.4,28.0
857,2024-11-07,16704.39,0,3,0,32.8,20.9,0.0,29.1
858,2024-11-08,19637.99,0,4,0,33.4,24.0,0.0,13.7
859,2024-11-09,35934.97,0,5,0,32.2,23.0,0.0,25.6
860,2024-11-10,24547.86,0,6,0,31.5,21.5,0.0,21.2
861,2024-11-11,22931.55,0,0,0,30.4,21.2,16.4,18.7
862,2024-11-12,19381.33,0,1,0,29.2,21.7,32.0,13.6
863,2024-11-13,10524.08,0,2,0,30.4,19.6,2.0,20.3
864,2024-11-14,14337.6,0,3,0,33.3,18.5,33.8,28.5
865,2024-11-15,22181.97,0,4,0,29.9,19.6,0.0,22.1
866,2024-11-16,39697.66,0,5,0,27.4,21.7,0.6,12.4
867,2024-11-17,27027.3,0,6,0,28.2,17.8,79.0,28.1
868,2024-11-18,19409.82,0,0,0,29.4,19.6,0.0,25.2
869,2024-11-19,23594.67,0,1,0,24.5,20.4,30.0,8.0
870,2024-11-20,19026.42,0,2,0,23.2,17.0,15.0,7.9
871,2024-11-21,19621.24,0,3,0,24.5,18.1,6.0,12.6
872,2024-11-22,23891.66,0,4,0,24.9,18.3,7.0,12.2
873,2024-11-23,36062.17,0,5,0,26.7,17.4,26.0,23.5
874,2024-11-24,23322.23,0,6,0,28.2,16.0,0.0,27.6
875,2024-11-25,16709.09,0,0,0,28.9,16.5,0.0,27.4
876,2024-11-26,19162.22,0,1,0,29.5,17.9,0.0,26.1
877,2024-11-27,13698.71,0,2,0,30.2,20.2,0.0,24.7
878,2024-11-28,15536.95,0,3,0,31.0,23.2,3.0,23.4
879,2024-11-29,16450.72,0,4,0,29.6,22.8,2.0,22.2
880,2024-11-30,41834.76,0,5,0,27.2,22.5,20.0,20.15
881,2024-12-01,32899.38,0,6,0,29.5,23.0,26.0,18.1
882,2024-12-02,19139.6,0,0,0,31.5,22.1,22.0,26.0
883,2024-12-03,21296.21,0,1,0,30.4,23.2,1.0,25.7
884,2024-12-04,24011.68,0,2,0,29.6,23.2,0.0,19.5
885,2024-12-05,15777.66,0,3,0,30.3,23.3,8.0,24.0
886,2024-12-06,16612.21,0,4,0,31.2,21.2,0.0,26.8
887,2024-12-07,25027.66,0,5,0,31.3,22.3,0.0,28.0
888,2024-12-08,23346.08,0,6,0,36.7,21.3,0.0,29.7
889,2024-12-09,23425.26,0,0,0,31.0,24.1,1.0,15.3
890,2024-12-10,28636.31,0,1,0,29.4,25.0,0.0,9.0
891,2024-12-11,27772.18,0,2,0,27.5,19.7,42.0,11.9
892,2024-12-12,24261.76,0,3,0,30.3,18.7,0.0,30.7
893,2024-12-13,24038.95,0,4,0,32.0,20.6,0.0,28.5
894,2024-12-14,34527.51,0,5,1,29.0,23.3,0.0,10.5
895,2024-12-15,30299.01,0,6,1,31.0,21.6,5.0,22.7
896,2024-12-16,36158.49,0,0,1,29.3,24.7,1.0,18.2
897,2024-12-17,33801.81,0,1,1,31.5,23.5,45.0,24.8
898,2024-12-18,28084.52,0,2,1,29.4,24.3,5.0,13.0
899,2024-12-19,27894.15,0,3,1,28.0,19.1,13.0,24.0
900,2024-12-20,24066.17,0,4,1,28.9,16.7,0.0,28.8
901,2024-12-21,28367.7,0,5,1,31.6,21.0,0.0,29.5
902,2024-12-22,21028.76,0,6,1,30.9,19.7,0.0,31.5
903,2024-12-23,23946.1,0,0,1,31.8,22.0,0.0,31.2
904,2024-12-24,17775.13,0,1,1,30.9,20.3,0.0,30.0
905,2024-12-25,6085.0199999999995,1,2,1,29.8,18.5,0.0,29.7
906,2024-12-26,24313.14,1,3,1,30.3,17.1,0.0,31.5
907,2024-12-27,30890.18,0,4,1,31.6,17.1,0.0,31.4
908,2024-12-28,36520.06,0,5,1,33.2,22.7,0.0,30.8
909,2024-12-29,38673.89,0,6,1,31.7,23.1,11.0,22.5
910,2024-12-30,43480.11,0,0,1,30.7,23.3,0.0,24.3
911,2024-12-31,35126.76,0,1,1,31.2,21.8,15.0,23.0
912,2025-01-01,31386.96,1,2,1,30.7,19.8,0.0,26.3
913,2025-01-02,48464.92,0,3,1,29.0,21.8,1.0,14.6
914,2025-01-03,42603.94,0,4,1,30.1,18.7,0.0,28.7
915,2025-01-04,40928.16,0,5,1,29.8,19.8,3.0,25.9
916,2025-01-05,34564.48,0,6,1,29.8,16.3,0.0,26.0
917,2025-01-06,29944.38,0,0,1,30.0,17.7,0.0,28.1
918,2025-01-07,39758.2,0,1,1,30.9,17.1,0.0,29.0
919,2025-01-08,39079.06,0,2,1,29.9,20.4,0.0,23.1
920,2025-01-09,41965.52,0,3,1,28.8,17.4,2.0,16.4
921,2025-01-10,44244.74,0,4,1,29.2,20.5,1.0,19.1
922,2025-01-11,61116.23,0,5,1,27.3,20.8,9.0,11.8
923,2025-01-12,53355.08,0,6,1,28.0,20.2,15.0,20.7
924,2025-01-13,46033.88,0,0,1,29.9,19.6,23.0,22.7
925,2025-01-14,37945.19,0,1,1,31.4,20.4,6.0,25.4
926,2025-01-15,37306.66,0,2,1,33.8,21.7,0.0,27.0
927,2025-01-16,38342.98,0,3,1,37.4,24.8,0.0,30.2
928,2025-01-17,31755.8,0,4,1,31.1,17.1,0.0,22.3
929,2025-01-18,37258.42,0,5,1,29.8,20.7,0.0,22.7
930,2025-01-19,45454.31,0,6,1,29.8,21.1,57.0,23.5
931,2025-01-20,30262.36,0,0,1,29.7,18.2,0.0,29.2
932,2025-01-21,34970.01,0,1,1,31.7,19.9,0.0,25.2
933,2025-01-22,31654.79,0,2,1,36.6,22.5,0.0,30.1
934,2025-01-23,35683.08,0,3,1,31.3,22.7,0.0,27.8
935,2025-01-24,39811.14,0,4,1,35.0,23.5,0.0,17.8
936,2025-01-25,34831.59,0,5,1,30.1,23.9,11.0,25.6
937,2025-01-26,28310.9,0,6,1,30.2,21.0,0.0,20.4
938,2025-01-27,26853.4,1,0,1,29.7,22.8,0.0,17.2
939,2025-01-28,8972.69,0,1,0,31.1,19.2,0.0,30.0
940,2025-01-29,11275.57,0,2,0,32.0,20.5,0.0,26.9
941,2025-01-30,10872.12,0,3,0,31.7,21.2,0.0,28.0
942,2025-01-31,16467.36,0,4,0,31.7,21.1,0.0,23.9
943,2025-02-01,30905.83,0,5,0,31.7,23.1,0.0,23.4
944,2025-02-02,24022.71,0,6,0,29.9,20.7,3.0,20.7
945,2025-02-03,18079.01,0,0,0,30.7,22.3,0.0,25.8
946,2025-02-04,10992.43,0,1,0,31.3,20.9,6.0,22.2
947,2025-02-05,21733.21,0,2,0,28.1,22.3,0.0,10.3
948,2025-02-06,11966.23,0,3,0,30.5,21.0,2.0,20.3
949,2025-02-07,18692.59,0,4,0,30.0,19.7,5.0,22.7
950,2025-02-08,35400.01,0,5,0,30.3,18.5,0.0,27.4
951,2025-02-09,28042.85,0,6,0,31.4,19.8,0.0,27.4
952,2025-02-10,16285.47,0,0,0,31.3,22.6,1.0,27.0
953,2025-02-11,16388.24,0,1,0,31.8,20.0,0.0,22.8
954,2025-02-12,12033.93,0,2,0,31.7,21.6,2.0,23.0
955,2025-02-13,12314.56,0,3,0,30.9,21.5,0.0,21.8
956,2025-02-14,14728.35,0,4,0,30.5,20.6,1.0,22.0
957,2025-02-15,37475.08,0,5,0,32.4,23.0,1.0,19.9
958,2025-02-16,27285.51,0,6,0,34.2,23.2,0.0,24.2
959,2025-02-17,18845.23,0,0,0,28.5,20.2,0.0,17.4
960,2025-02-18,9307.27,0,1,0,29.6,18.3,0.0,21.2
961,2025-02-19,14871.1,0,2,0,30.3,21.4,0.0,21.7
962,2025-02-20,12904.65,0,3,0,31.1,18.3,0.0,26.5
963,2025-02-21,14738.75,0,4,0,30.2,17.8,0.0,24.4
